event_type,amount,ip_address,is_fraud,tx_count_1h,amount_avg_1h,amount_vs_avg,hour_of_day
LOGOUT,0.00,172.16.19.123,0,11,401068.413636,0.0,11
LOGIN,0.00,172.16.84.65,0,1,0.000000,0.0,18
VIEW_BALANCE,0.00,172.16.84.65,0,2,0.000000,0.0,18
TRANSFER,19684439.78,172.16.84.65,0,3,6561479.926667,2.9999999999998477,18
LOGOUT,0.00,172.16.84.65,0,4,4921109.945000,0.0,18
LOGIN,0.00,172.16.76.18,0,1,0.000000,0.0,22
VIEW_BALANCE,0.00,172.16.76.18,0,2,0.000000,0.0,22
TRANSFER,19020269.73,172.16.76.18,0,3,6340089.910000,3.0,22
LOGOUT,0.00,172.16.76.18,0,4,4755067.432500,0.0,22
LOGIN,0.00,172.16.42.79,0,1,0.000000,0.0,1
VIEW_BALANCE,0.00,172.16.42.79,0,2,0.000000,0.0,1
TRANSFER,11583408.60,172.16.42.79,0,3,3861136.200000,3.0,1
LOGOUT,0.00,172.16.42.79,0,4,2895852.150000,0.0,1
LOGIN,0.00,172.16.1.214,0,1,0.000000,0.0,4
VIEW_BALANCE,0.00,172.16.1.214,0,2,0.000000,0.0,4
TRANSFER,17769805.42,172.16.1.214,0,3,5923268.473333,3.0000000000001688,4
LOGOUT,0.00,172.16.1.214,0,4,4442451.355000,0.0,4
LOGIN,0.00,172.16.196.253,0,5,3553961.084000,0.0,4
VIEW_BALANCE,0.00,172.16.196.253,0,6,2961634.236667,0.0,4
WITHDRAW,413811.67,172.16.196.253,0,7,2597659.584286,0.1593017316446186,4
LOGOUT,0.00,172.16.196.253,0,8,2272952.136250,0.0,4
LOGIN,0.00,172.16.59.237,0,1,0.000000,0.0,10
VIEW_BALANCE,0.00,172.16.59.237,0,2,0.000000,0.0,10
TRANSFER,6197838.46,172.16.59.237,0,3,2065946.153333,3.000000000000484,10
LOGOUT,0.00,172.16.59.237,0,4,1549459.615000,0.0,10
LOGIN,0.00,172.16.250.54,0,1,0.000000,0.0,13
VIEW_BALANCE,0.00,172.16.250.54,0,2,0.000000,0.0,13
TRANSFER,9444631.54,172.16.250.54,0,3,3148210.513333,3.0000000000003175,13
LOGOUT,0.00,172.16.250.54,0,4,2361157.885000,0.0,13
LOGIN,0.00,172.16.136.71,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.136.71,0,2,0.000000,0.0,2
TRANSFER,478921.74,172.16.136.71,0,3,159640.580000,3.0,2
LOGOUT,0.00,172.16.136.71,0,4,119730.435000,0.0,2
LOGIN,0.00,172.16.87.11,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.87.11,0,2,0.000000,0.0,3
WITHDRAW,2104799.77,172.16.87.11,0,3,701599.923333,3.000000000001425,3
LOGOUT,0.00,172.16.87.11,0,4,526199.942500,0.0,3
LOGIN,0.00,172.16.157.48,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.157.48,0,2,0.000000,0.0,12
TRANSFER,18262736.17,172.16.157.48,0,3,6087578.723333,3.0000000000001643,12
LOGOUT,0.00,172.16.157.48,0,4,4565684.042500,0.0,12
LOGIN,0.00,172.16.55.15,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.55.15,0,2,0.000000,0.0,3
TRANSFER,4289307.16,172.16.55.15,0,3,1429769.053333,3.0000000000006994,3
LOGOUT,0.00,172.16.55.15,0,4,1072326.790000,0.0,3
LOGIN_FAILED,0.00,192.168.1.99,1,1,0.000000,0.0,11
LOGIN_FAILED,0.00,192.168.1.99,1,2,0.000000,0.0,11
LOGIN_FAILED,0.00,192.168.1.99,1,3,0.000000,0.0,11
LOGIN_FAILED,0.00,192.168.1.99,1,4,0.000000,0.0,11
LOGIN_FAILED,0.00,192.168.1.99,1,5,0.000000,0.0,11
LOGIN_FAILED,0.00,192.168.1.99,1,6,0.000000,0.0,11
LOGIN_SUCCESS,0.00,192.168.1.99,1,7,0.000000,0.0,11
TRANSFER,175198745.83,192.168.1.99,1,8,21899843.228750,8.0,11
LOGOUT,0.00,192.168.1.99,1,9,19466527.314444,0.0,11
LOGIN,0.00,172.16.173.115,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.173.115,0,2,0.000000,0.0,19
TRANSFER,1680203.49,172.16.173.115,0,3,560067.830000,3.0,19
LOGOUT,0.00,172.16.173.115,0,4,420050.872500,0.0,19
LOGIN,0.00,172.16.66.93,0,1,0.000000,0.0,14
VIEW_BALANCE,0.00,172.16.66.93,0,2,0.000000,0.0,14
WITHDRAW,2590413.75,172.16.66.93,0,3,863471.250000,3.0,14
LOGOUT,0.00,172.16.66.93,0,4,647603.437500,0.0,14
LOGIN,0.00,172.16.4.73,0,1,0.000000,0.0,6
VIEW_BALANCE,0.00,172.16.4.73,0,2,0.000000,0.0,6
WITHDRAW,1285394.05,172.16.4.73,0,3,428464.683333,3.0000000000023337,6
LOGOUT,0.00,172.16.4.73,0,4,321348.512500,0.0,6
LOGIN,0.00,172.16.242.165,0,1,0.000000,0.0,10
VIEW_BALANCE,0.00,172.16.242.165,0,2,0.000000,0.0,10
TRANSFER,3180385.15,172.16.242.165,0,3,1060128.383333,3.0000000000009432,10
LOGOUT,0.00,172.16.242.165,0,4,795096.287500,0.0,10
LOGIN,0.00,172.16.166.144,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.166.144,0,2,0.000000,0.0,19
TRANSFER,16553568.72,172.16.166.144,0,3,5517856.240000,3.0,19
LOGOUT,0.00,172.16.166.144,0,4,4138392.180000,0.0,19
LOGIN,0.00,172.16.131.128,0,1,0.000000,0.0,7
VIEW_BALANCE,0.00,172.16.131.128,0,2,0.000000,0.0,7
WITHDRAW,2666939.10,172.16.131.128,0,3,888979.700000,3.0,7
LOGOUT,0.00,172.16.131.128,0,4,666734.775000,0.0,7
LOGIN,0.00,172.16.169.7,0,1,0.000000,0.0,0
VIEW_BALANCE,0.00,172.16.169.7,0,2,0.000000,0.0,0
WITHDRAW,2939388.87,172.16.169.7,0,3,979796.290000,3.0,0
LOGOUT,0.00,172.16.169.7,0,4,734847.217500,0.0,0
LOGIN,0.00,172.16.142.68,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.142.68,0,2,0.000000,0.0,3
WITHDRAW,2095926.94,172.16.142.68,0,3,698642.313333,3.0000000000014313,3
LOGOUT,0.00,172.16.142.68,0,4,523981.735000,0.0,3
LOGIN,0.00,172.16.4.192,0,1,0.000000,0.0,13
VIEW_BALANCE,0.00,172.16.4.192,0,2,0.000000,0.0,13
WITHDRAW,4826827.38,172.16.4.192,0,3,1608942.460000,3.0,13
LOGOUT,0.00,172.16.4.192,0,4,1206706.845000,0.0,13
LOGIN,0.00,172.16.75.173,0,1,0.000000,0.0,16
VIEW_BALANCE,0.00,172.16.75.173,0,2,0.000000,0.0,16
TRANSFER,12457314.69,172.16.75.173,0,3,4152438.230000,3.0,16
LOGOUT,0.00,172.16.75.173,0,4,3114328.672500,0.0,16
LOGIN,0.00,172.16.51.5,0,5,2491462.938000,0.0,17
VIEW_BALANCE,0.00,172.16.51.5,0,6,2076219.115000,0.0,17
WITHDRAW,4388618.99,172.16.51.5,0,7,2406561.954286,1.823605239908338,17
LOGOUT,0.00,172.16.51.5,0,8,2105741.710000,0.0,17
LOGIN,0.00,172.16.51.8,0,9,1871770.408889,0.0,17
VIEW_BALANCE,0.00,172.16.51.8,0,10,1684593.368000,0.0,17
WITHDRAW,3730106.17,172.16.51.8,0,11,1870549.077273,1.9941236588338944,17
LOGOUT,0.00,172.16.51.8,0,12,1714669.987500,0.0,17
LOGIN,0.00,172.16.63.50,0,1,0.000000,0.0,9
VIEW_BALANCE,0.00,172.16.63.50,0,2,0.000000,0.0,9
TRANSFER,5124309.08,172.16.63.50,0,3,1708103.026667,2.9999999999994147,9
LOGOUT,0.00,172.16.63.50,0,4,1281077.270000,0.0,9
LOGIN,0.00,172.16.127.225,0,1,0.000000,0.0,10
VIEW_BALANCE,0.00,172.16.127.225,0,2,0.000000,0.0,10
WITHDRAW,2358948.29,172.16.127.225,0,3,786316.096667,2.999999999998728,10
LOGOUT,0.00,172.16.127.225,0,4,589737.072500,0.0,10
LOGIN,0.00,172.16.204.243,0,1,0.000000,0.0,14
VIEW_BALANCE,0.00,172.16.204.243,0,2,0.000000,0.0,14
WITHDRAW,4861313.98,172.16.204.243,0,3,1620437.993333,3.0000000000006173,14
LOGOUT,0.00,172.16.204.243,0,4,1215328.495000,0.0,14
LOGIN,0.00,172.16.163.65,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.163.65,0,2,0.000000,0.0,19
TRANSFER,13245567.04,172.16.163.65,0,3,4415189.013333,3.0000000000002265,19
LOGOUT,0.00,172.16.163.65,0,4,3311391.760000,0.0,19
LOGIN,0.00,172.16.137.181,0,1,0.000000,0.0,15
VIEW_BALANCE,0.00,172.16.137.181,0,2,0.000000,0.0,15
WITHDRAW,2845651.08,172.16.137.181,0,3,948550.360000,3.0,15
LOGOUT,0.00,172.16.137.181,0,4,711412.770000,0.0,15
LOGIN,0.00,172.16.229.39,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.229.39,0,2,0.000000,0.0,17
TRANSFER,12573524.02,172.16.229.39,0,3,4191174.673333,3.0000000000002385,17
LOGOUT,0.00,172.16.229.39,0,4,3143381.005000,0.0,17
LOGIN,0.00,172.16.145.213,0,1,0.000000,0.0,11
VIEW_BALANCE,0.00,172.16.145.213,0,2,0.000000,0.0,11
WITHDRAW,1551682.85,172.16.145.213,0,3,517227.616667,2.9999999999980664,11
LOGOUT,0.00,172.16.145.213,0,4,387920.712500,0.0,11
LOGIN,0.00,172.16.13.172,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.13.172,0,2,0.000000,0.0,19
WITHDRAW,321993.22,172.16.13.172,0,3,107331.073333,3.000000000009317,19
LOGOUT,0.00,172.16.13.172,0,4,80498.305000,0.0,19
LOGIN_FAILED,0.00,203.0.113.42,1,1,0.000000,0.0,23
LOGIN_SUCCESS,0.00,203.0.113.42,1,2,0.000000,0.0,23
TRANSFER,99000.00,203.0.113.42,1,3,33000.000000,3.0,23
TRANSFER,256893902.12,203.0.113.42,1,4,64248225.530000,3.9984591014120108,23
TRANSFER,99000.00,203.0.113.42,1,5,51418380.424000,0.0019253815305663,23
TRANSFER,99000.00,203.0.113.42,1,6,42865150.353333,0.0023095684765819,23
TRANSFER,114216278.08,203.0.113.42,1,7,53058168.600000,2.152661524016492,23
TRANSFER,144384206.00,203.0.113.42,1,8,64473923.275000,2.2394201975915045,23
LOGOUT,0.00,203.0.113.42,1,9,57310154.022222,0.0,23
LOGIN,0.00,172.16.150.124,0,1,0.000000,0.0,1
VIEW_BALANCE,0.00,172.16.150.124,0,2,0.000000,0.0,1
WITHDRAW,4291533.68,172.16.150.124,0,3,1430511.226667,2.999999999999301,1
LOGOUT,0.00,172.16.150.124,0,4,1072883.420000,0.0,1
LOGIN,0.00,172.16.85.237,0,1,0.000000,0.0,7
VIEW_BALANCE,0.00,172.16.85.237,0,2,0.000000,0.0,7
TRANSFER,3873269.69,172.16.85.237,0,3,1291089.896667,2.9999999999992255,7
LOGOUT,0.00,172.16.85.237,0,4,968317.422500,0.0,7
LOGIN,0.00,172.16.232.245,0,1,0.000000,0.0,13
VIEW_BALANCE,0.00,172.16.232.245,0,2,0.000000,0.0,13
TRANSFER,8417521.43,172.16.232.245,0,3,2805840.476667,2.9999999999996434,13
LOGOUT,0.00,172.16.232.245,0,4,2104380.357500,0.0,13
LOGIN,0.00,172.16.211.133,0,1,0.000000,0.0,15
VIEW_BALANCE,0.00,172.16.211.133,0,2,0.000000,0.0,15
TRANSFER,16935297.93,172.16.211.133,0,3,5645099.310000,3.0,15
LOGOUT,0.00,172.16.211.133,0,4,4233824.482500,0.0,15
LOGIN,0.00,172.16.132.112,0,1,0.000000,0.0,23
VIEW_BALANCE,0.00,172.16.132.112,0,2,0.000000,0.0,23
WITHDRAW,3428521.46,172.16.132.112,0,3,1142840.486667,2.999999999999125,23
LOGOUT,0.00,172.16.132.112,0,4,857130.365000,0.0,23
LOGIN_FAILED,0.00,192.168.1.99,1,5,685704.292000,0.0,0
LOGIN_FAILED,0.00,192.168.1.99,1,6,571420.243333,0.0,0
LOGIN_FAILED,0.00,192.168.1.99,1,7,489788.780000,0.0,0
LOGIN_FAILED,0.00,192.168.1.99,1,8,428565.182500,0.0,0
LOGIN_SUCCESS,0.00,192.168.1.99,1,9,380946.828889,0.0,0
TRANSFER,281878487.66,192.168.1.99,1,10,28530700.912000,9.879830451043775,0
TRANSFER,50000.00,192.168.1.99,1,11,25941546.283636,0.0019274101648883,0
LOGOUT,0.00,192.168.1.99,1,12,23779750.760000,0.0,0
LOGIN,0.00,172.16.183.81,0,1,0.000000,0.0,8
VIEW_BALANCE,0.00,172.16.183.81,0,2,0.000000,0.0,8
WITHDRAW,986360.23,172.16.183.81,0,3,328786.743333,3.0000000000030416,8
LOGOUT,0.00,172.16.183.81,0,4,246590.057500,0.0,8
LOGIN,0.00,172.16.221.9,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.221.9,0,2,0.000000,0.0,17
WITHDRAW,162997.61,172.16.221.9,0,3,54332.536667,2.9999999999815947,17
LOGOUT,0.00,172.16.221.9,0,4,40749.402500,0.0,17
LOGIN,0.00,172.16.163.153,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.163.153,0,2,0.000000,0.0,19
TRANSFER,3842835.15,172.16.163.153,0,3,1280945.050000,3.0,19
LOGOUT,0.00,172.16.163.153,0,4,960708.787500,0.0,19
LOGIN,0.00,172.16.44.168,0,1,0.000000,0.0,20
VIEW_BALANCE,0.00,172.16.44.168,0,2,0.000000,0.0,20
TRANSFER,5368054.46,172.16.44.168,0,3,1789351.486667,2.999999999999441,20
LOGOUT,0.00,172.16.44.168,0,4,1342013.615000,0.0,20
LOGIN_FAILED,0.00,10.0.0.88,1,1,0.000000,0.0,7
LOGIN_FAILED,0.00,10.0.0.88,1,2,0.000000,0.0,7
LOGIN_FAILED,0.00,10.0.0.88,1,3,0.000000,0.0,7
LOGIN_FAILED,0.00,10.0.0.88,1,4,0.000000,0.0,7
LOGIN_FAILED,0.00,10.0.0.88,1,5,0.000000,0.0,7
LOGIN_FAILED,0.00,10.0.0.88,1,6,0.000000,0.0,7
LOGIN_SUCCESS,0.00,10.0.0.88,1,7,0.000000,0.0,7
TRANSFER,106959207.69,10.0.0.88,1,8,13369900.961250,8.0,7
LOGOUT,0.00,10.0.0.88,1,9,11884356.410000,0.0,7
LOGIN,0.00,172.16.103.50,0,1,0.000000,0.0,15
VIEW_BALANCE,0.00,172.16.103.50,0,2,0.000000,0.0,15
TRANSFER,17243919.19,172.16.103.50,0,3,5747973.063333,3.000000000000174,15
LOGOUT,0.00,172.16.103.50,0,4,4310979.797500,0.0,15
LOGIN,0.00,172.16.74.37,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.74.37,0,2,0.000000,0.0,17
TRANSFER,8203500.99,172.16.74.37,0,3,2734500.330000,3.0,17
LOGOUT,0.00,172.16.74.37,0,4,2050875.247500,0.0,17
LOGIN,0.00,172.16.251.25,0,1,0.000000,0.0,1
VIEW_BALANCE,0.00,172.16.251.25,0,2,0.000000,0.0,1
TRANSFER,14733319.41,172.16.251.25,0,3,4911106.470000,3.0,1
LOGOUT,0.00,172.16.251.25,0,4,3683329.852500,0.0,1
LOGIN_FAILED,0.00,10.0.0.88,1,1,0.000000,0.0,3
LOGIN_FAILED,0.00,10.0.0.88,1,2,0.000000,0.0,3
LOGIN_SUCCESS,0.00,10.0.0.88,1,3,0.000000,0.0,3
TRANSFER,99000.00,10.0.0.88,1,4,24750.000000,4.0,3
TRANSFER,378528051.92,10.0.0.88,1,5,75725410.384000,4.998692644919347,3
TRANSFER,140280955.02,10.0.0.88,1,6,86484667.823333,1.6220326509961238,3
TRANSFER,402934469.85,10.0.0.88,1,7,131691782.398571,3.05967815539546,3
LOGOUT,0.00,10.0.0.88,1,8,115230309.598750,0.0,3
LOGIN,0.00,172.16.124.139,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.124.139,0,2,0.000000,0.0,5
WITHDRAW,2979112.61,172.16.124.139,0,3,993037.536667,2.999999999998993,5
LOGOUT,0.00,172.16.124.139,0,4,744778.152500,0.0,5
LOGIN_FAILED,0.00,203.0.113.42,1,1,0.000000,0.0,7
LOGIN_FAILED,0.00,203.0.113.42,1,2,0.000000,0.0,7
LOGIN_FAILED,0.00,203.0.113.42,1,3,0.000000,0.0,7
LOGIN_FAILED,0.00,203.0.113.42,1,4,0.000000,0.0,8
LOGIN_FAILED,0.00,203.0.113.42,1,5,0.000000,0.0,8
LOGIN_FAILED,0.00,203.0.113.42,1,6,0.000000,0.0,8
LOGIN_FAILED,0.00,203.0.113.42,1,7,0.000000,0.0,8
LOGIN_FAILED,0.00,203.0.113.42,1,8,0.000000,0.0,8
LOGIN_SUCCESS,0.00,203.0.113.42,1,9,0.000000,0.0,8
TRANSFER,50000.00,203.0.113.42,1,10,5000.000000,10.0,8
TRANSFER,499999.00,203.0.113.42,1,11,49999.909091,9.999998181796695,8
TRANSFER,342708971.52,203.0.113.42,1,12,28604914.210000,11.980772569497596,8
LOGOUT,0.00,203.0.113.42,1,13,26404536.193846,0.0,8
LOGIN,0.00,172.16.38.129,0,1,0.000000,0.0,10
VIEW_BALANCE,0.00,172.16.38.129,0,2,0.000000,0.0,10
TRANSFER,9344571.53,172.16.38.129,0,3,3114857.176667,2.999999999999679,10
LOGOUT,0.00,172.16.38.129,0,4,2336142.882500,0.0,10
LOGIN,0.00,172.16.24.11,0,1,0.000000,0.0,0
VIEW_BALANCE,0.00,172.16.24.11,0,2,0.000000,0.0,0
WITHDRAW,4345889.40,172.16.24.11,0,3,1448629.800000,3.0,0
LOGOUT,0.00,172.16.24.11,0,4,1086472.350000,0.0,0
LOGIN,0.00,172.16.140.54,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.140.54,0,2,0.000000,0.0,5
TRANSFER,13137979.91,172.16.140.54,0,3,4379326.636667,2.9999999999997717,5
LOGOUT,0.00,172.16.140.54,0,4,3284494.977500,0.0,5
LOGIN,0.00,172.16.247.26,0,5,2627595.982000,0.0,5
VIEW_BALANCE,0.00,172.16.247.26,0,6,2189663.318333,0.0,5
TRANSFER,18048295.69,172.16.247.26,0,7,4455182.228571,4.0510791173157,5
LOGOUT,0.00,172.16.247.26,0,8,3898284.450000,0.0,5
LOGIN,0.00,172.16.162.222,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.162.222,0,2,0.000000,0.0,17
WITHDRAW,4233149.28,172.16.162.222,0,3,1411049.760000,3.0,17
LOGOUT,0.00,172.16.162.222,0,4,1058287.320000,0.0,17
LOGIN,0.00,172.16.101.228,0,1,0.000000,0.0,1
VIEW_BALANCE,0.00,172.16.101.228,0,2,0.000000,0.0,1
TRANSFER,12429491.22,172.16.101.228,0,3,4143163.740000,3.0,1
LOGOUT,0.00,172.16.101.228,0,4,3107372.805000,0.0,1
LOGIN,0.00,172.16.132.173,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.132.173,0,2,0.000000,0.0,3
TRANSFER,10632175.89,172.16.132.173,0,3,3544058.630000,3.0,3
LOGOUT,0.00,172.16.132.173,0,4,2658043.972500,0.0,3
LOGIN,0.00,172.16.2.138,0,1,0.000000,0.0,8
VIEW_BALANCE,0.00,172.16.2.138,0,2,0.000000,0.0,8
TRANSFER,12293907.40,172.16.2.138,0,3,4097969.133333,3.000000000000244,8
LOGOUT,0.00,172.16.2.138,0,4,3073476.850000,0.0,8
LOGIN,0.00,172.16.240.31,0,1,0.000000,0.0,21
VIEW_BALANCE,0.00,172.16.240.31,0,2,0.000000,0.0,22
WITHDRAW,4580233.93,172.16.240.31,0,3,1526744.643333,3.000000000000655,22
LOGOUT,0.00,172.16.240.31,0,4,1145058.482500,0.0,22
LOGIN,0.00,172.16.195.186,0,1,0.000000,0.0,2
VIEW_BALANCE,0.00,172.16.195.186,0,2,0.000000,0.0,2
WITHDRAW,4277736.68,172.16.195.186,0,3,1425912.226667,2.999999999999299,2
LOGOUT,0.00,172.16.195.186,0,4,1069434.170000,0.0,2
LOGIN,0.00,172.16.32.113,0,5,855547.336000,0.0,2
VIEW_BALANCE,0.00,172.16.32.113,0,6,712956.113333,0.0,2
WITHDRAW,2465737.09,172.16.32.113,0,7,963353.395714,2.5595353698551007,2
LOGOUT,0.00,172.16.32.113,0,8,842934.221250,0.0,2
LOGIN,0.00,172.16.50.33,0,1,0.000000,0.0,5
VIEW_BALANCE,0.00,172.16.50.33,0,2,0.000000,0.0,5
WITHDRAW,4151521.94,172.16.50.33,0,3,1383840.646667,2.9999999999992775,5
LOGOUT,0.00,172.16.50.33,0,4,1037880.485000,0.0,5
LOGIN,0.00,172.16.37.174,0,5,830304.388000,0.0,6
VIEW_BALANCE,0.00,172.16.37.174,0,6,691920.323333,0.0,6
WITHDRAW,792350.01,172.16.37.174,0,7,706267.421429,1.1218838445030184,6
LOGOUT,0.00,172.16.37.174,0,8,617983.993750,0.0,6
LOGIN,0.00,172.16.251.10,0,1,0.000000,0.0,9
VIEW_BALANCE,0.00,172.16.251.10,0,2,0.000000,0.0,9
WITHDRAW,1985100.82,172.16.251.10,0,3,661700.273333,3.0000000000015112,9
LOGOUT,0.00,172.16.251.10,0,4,496275.205000,0.0,9
LOGIN,0.00,172.16.61.180,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.61.180,0,2,0.000000,0.0,17
TRANSFER,13763880.68,172.16.61.180,0,3,4587960.226667,2.999999999999782,17
LOGOUT,0.00,172.16.61.180,0,4,3440970.170000,0.0,17
LOGIN,0.00,172.16.137.14,0,1,0.000000,0.0,22
VIEW_BALANCE,0.00,172.16.137.14,0,2,0.000000,0.0,22
TRANSFER,7501883.38,172.16.137.14,0,3,2500627.793333,3.0000000000003997,22
LOGOUT,0.00,172.16.137.14,0,4,1875470.845000,0.0,22
LOGIN,0.00,172.16.157.182,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.157.182,0,2,0.000000,0.0,3
TRANSFER,1332859.77,172.16.157.182,0,3,444286.590000,3.0,3
LOGOUT,0.00,172.16.157.182,0,4,333214.942500,0.0,3
LOGIN,0.00,172.16.228.40,0,1,0.000000,0.0,6
VIEW_BALANCE,0.00,172.16.228.40,0,2,0.000000,0.0,6
WITHDRAW,624990.55,172.16.228.40,0,3,208330.183333,3.0000000000048,6
LOGOUT,0.00,172.16.228.40,0,4,156247.637500,0.0,6
LOGIN_FAILED,0.00,10.0.0.88,1,1,0.000000,0.0,9
LOGIN_FAILED,0.00,10.0.0.88,1,2,0.000000,0.0,9
LOGIN_FAILED,0.00,10.0.0.88,1,3,0.000000,0.0,9
LOGIN_SUCCESS,0.00,10.0.0.88,1,4,0.000000,0.0,9
TRANSFER,416207642.13,10.0.0.88,1,5,83241528.426000,5.0,9
LOGOUT,0.00,10.0.0.88,1,6,69367940.355000,0.0,9
LOGIN,0.00,172.16.230.131,0,1,0.000000,0.0,1
VIEW_BALANCE,0.00,172.16.230.131,0,2,0.000000,0.0,1
TRANSFER,16180680.67,172.16.230.131,0,3,5393560.223333,3.000000000000185,1
LOGOUT,0.00,172.16.230.131,0,4,4045170.167500,0.0,1
LOGIN,0.00,172.16.90.199,0,1,0.000000,0.0,4
VIEW_BALANCE,0.00,172.16.90.199,0,2,0.000000,0.0,4
TRANSFER,14335324.45,172.16.90.199,0,3,4778441.483333,3.000000000000209,4
LOGOUT,0.00,172.16.90.199,0,4,3583831.112500,0.0,4
LOGIN,0.00,172.16.155.68,0,1,0.000000,0.0,19
VIEW_BALANCE,0.00,172.16.155.68,0,2,0.000000,0.0,19
TRANSFER,14274186.56,172.16.155.68,0,3,4758062.186667,2.99999999999979,19
LOGOUT,0.00,172.16.155.68,0,4,3568546.640000,0.0,19
LOGIN,0.00,172.16.201.34,0,1,0.000000,0.0,17
VIEW_BALANCE,0.00,172.16.201.34,0,2,0.000000,0.0,17
WITHDRAW,2316996.02,172.16.201.34,0,3,772332.006667,2.999999999998705,17
LOGOUT,0.00,172.16.201.34,0,4,579249.005000,0.0,17
LOGIN,0.00,172.16.66.156,0,5,463399.204000,0.0,17
VIEW_BALANCE,0.00,172.16.66.156,0,6,386166.003333,0.0,17
WITHDRAW,4654017.62,172.16.66.156,0,7,995859.091429,4.673369616299586,17
LOGOUT,0.00,172.16.66.156,0,8,871376.705000,0.0,17
LOGIN_FAILED,0.00,203.0.113.42,1,5,930803.524000,0.0,18
LOGIN_FAILED,0.00,203.0.113.42,1,6,775669.603333,0.0,18
LOGIN_SUCCESS,0.00,203.0.113.42,1,7,664859.660000,0.0,18
TRANSFER,499999.00,203.0.113.42,1,8,644252.077500,0.7760921810919578,18
LOGOUT,0.00,203.0.113.42,1,9,572668.513333,0.0,18
LOGIN,0.00,172.16.5.42,0,1,0.000000,0.0,21
VIEW_BALANCE,0.00,172.16.5.42,0,2,0.000000,0.0,21
TRANSFER,6660899.00,172.16.5.42,0,3,2220299.666667,2.9999999999995497,21
LOGOUT,0.00,172.16.5.42,0,4,1665224.750000,0.0,21
LOGIN,0.00,172.16.97.129,0,1,0.000000,0.0,23
VIEW_BALANCE,0.00,172.16.97.129,0,2,0.000000,0.0,23
WITHDRAW,1601099.58,172.16.97.129,0,3,533699.860000,3.0,23
LOGOUT,0.00,172.16.97.129,0,4,400274.895000,0.0,23
LOGIN,0.00,172.16.49.240,0,1,0.000000,0.0,3
VIEW_BALANCE,0.00,172.16.49.240,0,2,0.000000,0.0,3
TRANSFER,4746066.52,172.16.49.240,0,3,1582022.173333,3.000000000000632,3
LOGOUT,0.00,172.16.49.240,0,4,1186516.630000,0.0,3
LOGIN,0.00,172.16.100.184,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.100.184,0,2,0.000000,0.0,12
TRANSFER,13895707.03,172.16.100.184,0,3,4631902.343333,3.000000000000216,12
LOGOUT,0.00,172.16.100.184,0,4,3473926.757500,0.0,12
LOGIN,0.00,172.16.217.59,0,1,0.000000,0.0,22
VIEW_BALANCE,0.00,172.16.217.59,0,2,0.000000,0.0,22
WITHDRAW,1117984.49,172.16.217.59,0,3,372661.496667,2.999999999997317,22
LOGOUT,0.00,172.16.217.59,0,4,279496.122500,0.0,22
LOGIN,0.00,172.16.172.37,0,1,0.000000,0.0,4
VIEW_BALANCE,0.00,172.16.172.37,0,2,0.000000,0.0,4
WITHDRAW,2104960.39,172.16.172.37,0,3,701653.463333,3.000000000001425,4
LOGOUT,0.00,172.16.172.37,0,4,526240.097500,0.0,4
LOGIN,0.00,172.16.218.208,0,1,0.000000,0.0,6
VIEW_BALANCE,0.00,172.16.218.208,0,2,0.000000,0.0,6
TRANSFER,11818037.95,172.16.218.208,0,3,3939345.983333,3.000000000000254,6
LOGOUT,0.00,172.16.218.208,0,4,2954509.487500,0.0,6
LOGIN,0.00,172.16.108.116,0,1,0.000000,0.0,9
VIEW_BALANCE,0.00,172.16.108.116,0,2,0.000000,0.0,9
TRANSFER,9116675.28,172.16.108.116,0,3,3038891.760000,3.0,9
LOGOUT,0.00,172.16.108.116,0,4,2279168.820000,0.0,9
LOGIN,0.00,172.16.29.60,0,1,0.000000,0.0,12
VIEW_BALANCE,0.00,172.16.29.60,0,2,0.000000,0.0,12
WITHDRAW,2984895.39,172.16.29.60,0,3,994965.130000,3.0,12
LOGOUT,0.00,172.16.29.60,0,4,746223.847500,0.0,12
LOGIN_FAILED,0.00,203.0.113.42,1,1,0.000000,0.0,17
